"","X","to","for.","and","on","you","this","i","is","in.","be","from","have","we","at","that","deal","will","with","if.","please","are","not","or","as","by","meter","me","your","was","can","need","thanks","any","message","may","should","our","know","original","do","has","all","been","these","day","they","volume","up","out","there","contract","no","more","here","only","us","information","new","company","price","free","get","one","mail","investment","my","but","about","now","which","its","prices","business","contact","news","over","report","money","stock","their","securities","statements","time","many","reply","looking","total_word_count","label"
"930",930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Spam"
"931",931,0,0,0,0,1.72413793103448,0,0,3.44827586206897,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17241379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72413793103448,0,0,0,0,1.72413793103448,0,0,58,"Spam"
"932",932,8.57142857142857,0,0,0,5.71428571428571,2.85714285714286,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,"Spam"
"933",933,3.2,0.8,0.8,0,3.2,1.6,0,0,0.8,0,0,0.8,1.6,0,0.8,0,0,0,0,0.8,0.8,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,125,"Spam"
"934",934,2.85714285714286,0,2.85714285714286,2.85714285714286,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28571428571429,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42857142857143,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,1.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,"Spam"
"935",935,2.98507462686567,0,0,0,4.47761194029851,0,0,0,0,0,0,0,2.98507462686567,2.98507462686567,0,1.49253731343284,1.49253731343284,0,1.49253731343284,0,2.98507462686567,0,0,0,0,0,0,1.49253731343284,0,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,1.49253731343284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"Spam"
"936",936,1.8595041322314,1.03305785123967,0.826446280991736,0.206611570247934,0.413223140495868,0.826446280991736,0,0.413223140495868,1.8595041322314,0.826446280991736,0.206611570247934,0.413223140495868,0.206611570247934,0,0,0,0,0.619834710743802,0.413223140495868,0.619834710743802,0.206611570247934,0.413223140495868,0.206611570247934,0.619834710743802,0.206611570247934,0,1.03305785123967,0.413223140495868,0,0.206611570247934,0,0,0.206611570247934,0.619834710743802,0.206611570247934,0,0.206611570247934,0,0,0,0,0.206611570247934,0,0,0,0,0,0,0,0,0,0.413223140495868,0.206611570247934,0,0.619834710743802,0,0,0,0,0,0.413223140495868,0,0.206611570247934,0.206611570247934,0,0,0,0,0,0,0,0.206611570247934,0,0.619834710743802,0,0,0,0,0,0.206611570247934,0,0,0,0,0.413223140495868,0,484,"Spam"
"937",937,0,1.53846153846154,6.15384615384615,0,1.53846153846154,0,1.53846153846154,3.07692307692308,1.53846153846154,0,1.53846153846154,0,1.53846153846154,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"Spam"
"938",938,3.57142857142857,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,28,"Spam"
"939",939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,"Spam"
"940",940,3.57142857142857,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,28,"Spam"
"941",941,1.16279069767442,3.48837209302326,2.32558139534884,0,4.06976744186047,0.581395348837209,0,0.581395348837209,1.74418604651163,0.581395348837209,0,0.581395348837209,1.16279069767442,1.16279069767442,0,0.581395348837209,0.581395348837209,1.16279069767442,0,0,0,1.16279069767442,0,0,0.581395348837209,0,0.581395348837209,0.581395348837209,0,1.16279069767442,0.581395348837209,0,0,0,0,0,1.16279069767442,0.581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581395348837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581395348837209,0,0,1.16279069767442,0,0,0,0.581395348837209,0,0,1.16279069767442,0,0,0,0,0,0,0,172,"Spam"
"942",942,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"Spam"
"943",943,0,0,0,0,0,0,0,4.08163265306122,0,0,0,0,2.04081632653061,0,0,0,0,0,0,0,6.12244897959184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,0,2.04081632653061,0,4.08163265306122,0,0,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0,0,49,"Spam"
"944",944,5.05050505050505,0,1.01010101010101,2.02020202020202,4.04040404040404,1.01010101010101,0,0,0,0,2.02020202020202,2.02020202020202,3.03030303030303,0,0,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,3.03030303030303,0,1.01010101010101,1.01010101010101,0,0,0,0,0,2.02020202020202,0,0,0,0,2.02020202020202,1.01010101010101,0,1.01010101010101,0,0,0,0,0,0,0,1.01010101010101,1.01010101010101,0,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,2.02020202020202,0,0,0,0,0,0,0,2.02020202020202,0,0,0,0,0,0,0,0,0,0,99,"Spam"
"945",945,3,0,1,1,3,0,0,0,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Spam"
"946",946,4.16666666666667,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,4.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"Spam"
"947",947,2.11480362537764,1.20845921450151,1.51057401812689,0.302114803625378,0.604229607250755,1.20845921450151,0,0.604229607250755,0.906344410876133,0.906344410876133,0.302114803625378,0.604229607250755,0.302114803625378,0.604229607250755,0,0,0,0.906344410876133,0.604229607250755,0.604229607250755,0.302114803625378,0.604229607250755,0.302114803625378,0.906344410876133,0.302114803625378,0,1.51057401812689,0.906344410876133,0,0.906344410876133,0,0,0.302114803625378,0.906344410876133,0.302114803625378,0,0.302114803625378,0,0,0,0,0.302114803625378,0,0,0,0,0,0,0,0,0,0,0.302114803625378,0,0.604229607250755,0,0,0,0,0.302114803625378,0.604229607250755,0.302114803625378,0.302114803625378,0.302114803625378,0,0,0,0,0,0,0,0.302114803625378,0,0.906344410876133,0,0,0,0,0,0.302114803625378,0,0,0,0,0.604229607250755,0,331,"Spam"
"948",948,2.5219298245614,0.109649122807018,2.74122807017544,0.657894736842105,0.109649122807018,1.75438596491228,0,1.42543859649123,1.75438596491228,0.87719298245614,1.20614035087719,0.328947368421053,0.548245614035088,0.43859649122807,1.09649122807018,0,0.328947368421053,0.548245614035088,0,0.328947368421053,0.87719298245614,0.43859649122807,1.20614035087719,0.657894736842105,0.548245614035088,0,0,0.109649122807018,0.109649122807018,0,0,0,0.87719298245614,0,0.986842105263158,0.109649122807018,0.43859649122807,0,0,0.109649122807018,0,0.328947368421053,0.109649122807018,0.219298245614035,0,0,0,0.109649122807018,0.109649122807018,0.109649122807018,0,0,0,0,0.109649122807018,0,0.328947368421053,0.109649122807018,0.87719298245614,0.657894736842105,0,0,0,0,0.43859649122807,0,0,0.328947368421053,0,0.219298245614035,0.328947368421053,0,0.43859649122807,0,0.548245614035088,0.767543859649123,0.43859649122807,0.109649122807018,0.219298245614035,0,0.657894736842105,1.64473684210526,0.328947368421053,0,0,0.767543859649123,912,"Spam"
"949",949,3.84615384615385,7.69230769230769,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"Spam"
"950",950,0,0,4.8780487804878,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1951219512195,0,0,0,0,0,2.4390243902439,0,0,0,2.4390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,"Spam"
"951",951,1.31578947368421,2.63157894736842,0,0,3.94736842105263,0,0,0,1.31578947368421,0,0,1.31578947368421,1.31578947368421,1.31578947368421,0,0,0,0,0,0,1.31578947368421,0,0,2.63157894736842,0,0,0,1.31578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63157894736842,0,0,0,0,0,0,0,0,1.31578947368421,2.63157894736842,0,0,0,0,0,1.31578947368421,0,0,0,0,0,0,0,1.31578947368421,0,0,0,0,0,0,0,0,0,0,76,"Spam"
"952",952,5.55555555555556,0.694444444444444,0.694444444444444,0,0.694444444444444,0,0,0.694444444444444,1.38888888888889,0.694444444444444,0.694444444444444,0,0.694444444444444,0,0,0,0,0.694444444444444,0,0.694444444444444,0,0,0,0,0,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0,0,0,0.694444444444444,0,0,0,0,0,0,0,0.694444444444444,0,0,0,0,3.47222222222222,2.08333333333333,0.694444444444444,0,0,0,0,0,0.694444444444444,0.694444444444444,0,0,0,0,0,0,0.694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,"Spam"
"953",953,0,1.16279069767442,1.16279069767442,0,0,1.16279069767442,0,3.48837209302326,0,1.16279069767442,0,0,0,0,0,0,0,0,0,0,0,1.16279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16279069767442,0,0,0,0,0,0,0,0,1.16279069767442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,"Spam"
"954",954,1.02040816326531,1.02040816326531,0,1.02040816326531,1.02040816326531,0,0,0,2.04081632653061,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,0,0,1.02040816326531,0,0,0,0,0,0,0,1.02040816326531,0,0,0,0,0,0,1.02040816326531,0,0,1.02040816326531,0,2.04081632653061,0,1.02040816326531,0,0,0,1.02040816326531,0,2.04081632653061,0,0,1.02040816326531,1.02040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,"Spam"
"955",955,3.95480225988701,1.9774011299435,2.54237288135593,0.564971751412429,1.9774011299435,1.12994350282486,0,0.847457627118644,2.25988700564972,0.282485875706215,0.282485875706215,0.847457627118644,1.12994350282486,0,1.41242937853107,0,1.12994350282486,0.282485875706215,0.282485875706215,0.564971751412429,0,0.847457627118644,0.282485875706215,1.12994350282486,0.282485875706215,0,0,3.95480225988701,0.564971751412429,0,0,0,0.564971751412429,0,0.564971751412429,0.282485875706215,1.41242937853107,0,0,0,0.564971751412429,0,0.564971751412429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564971751412429,0,0,0,0,0,0,0,0,0,0.282485875706215,0.282485875706215,0,0,0.282485875706215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,"Spam"
"956",956,0,0,0,0,0,3.57142857142857,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"Spam"
"957",957,0,0,2.85714285714286,0.952380952380952,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0.952380952380952,0,0,0.952380952380952,0,0,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,105,"Spam"
"958",958,0,1.96078431372549,0,0,5.88235294117647,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,3.92156862745098,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,1.96078431372549,0,0,1.96078431372549,0,0,0,0,5.88235294117647,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"Spam"
"959",959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Spam"
"960",960,1.71428571428571,1.14285714285714,4,0,1.14285714285714,1.14285714285714,0,0.571428571428571,1.71428571428571,0,0.571428571428571,1.14285714285714,1.14285714285714,1.14285714285714,0,1.14285714285714,0,1.71428571428571,0,0,0.571428571428571,1.14285714285714,0,2.28571428571429,0,0,0,2.28571428571429,0,2.28571428571429,0,0,0,0,0,0,0,0,0,1.14285714285714,1.14285714285714,1.14285714285714,0,0,0,0,0,0,0,0.571428571428571,0,0,2.28571428571429,0.571428571428571,0,0,0,0,0,0,0,0.571428571428571,0.571428571428571,0,0,0,0,0,0.571428571428571,0,0,1.14285714285714,0,0,0,0,0,0,0,0,0,0,0,1.14285714285714,0,0,175,"Spam"
"961",961,0,0.869565217391304,2.60869565217391,0.869565217391304,2.60869565217391,0,0,2.60869565217391,0,0,0,0,1.73913043478261,0,0.869565217391304,0,1.73913043478261,0,0.869565217391304,0,0.869565217391304,0.869565217391304,0,0.869565217391304,0,0,0,2.60869565217391,0,0,0,0.869565217391304,0,0,0,0,1.73913043478261,0,0,0,0,0,0,0,0,0,0,0,0.869565217391304,0,0,0.869565217391304,0.869565217391304,0,0,0,0,0.869565217391304,0,1.73913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565217391304,0,0,0,0,0,0,0.869565217391304,1.73913043478261,0,0,115,"Spam"
"962",962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58730158730159,0,0,0,0,0,0,3.17460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"Spam"
"963",963,2.91666666666667,1.66666666666667,1.66666666666667,0.416666666666667,0.833333333333333,1.66666666666667,0,0.833333333333333,1.25,1.25,0.416666666666667,0.833333333333333,0.416666666666667,0,0,0,0,1.66666666666667,0.833333333333333,0.833333333333333,0.416666666666667,0.833333333333333,0.416666666666667,1.25,0.416666666666667,0,2.08333333333333,1.25,0,0.416666666666667,0,0,0.416666666666667,1.25,0.416666666666667,0,0.416666666666667,0,0,0,0,0.416666666666667,0,0,0,0,0,0,0,0,0,0,0.416666666666667,0,0.833333333333333,0,0,0,0,0,0.833333333333333,0,0.416666666666667,0.416666666666667,0,0,0,0,0,0,0,0.416666666666667,0,1.25,0,0,0,0,0,0.416666666666667,0,0,0,0,0.833333333333333,0,240,"Spam"
"964",964,1.12359550561798,1.12359550561798,0,0,1.12359550561798,2.24719101123596,0,1.12359550561798,0,0,7.86516853932584,0,1.12359550561798,0,0,0,0,0,0,1.12359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37078651685393,0,0,0,0,0,0,2.24719101123596,0,0,0,1.12359550561798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12359550561798,0,0,0,0,0,0,0,0,0,1.12359550561798,0,0,0,0,1.12359550561798,0,0,89,"Spam"
"965",965,3.29218106995885,2.05761316872428,1.64609053497942,0.411522633744856,0.823045267489712,1.64609053497942,0,0.823045267489712,1.23456790123457,1.64609053497942,0.411522633744856,0.823045267489712,0.411522633744856,0,0,0,0,1.23456790123457,0.823045267489712,1.23456790123457,0.411522633744856,0.823045267489712,0.411522633744856,1.23456790123457,0.411522633744856,0,2.05761316872428,1.23456790123457,0,0.411522633744856,0,0,0.411522633744856,1.23456790123457,0.411522633744856,0,0.411522633744856,0,0,0,0,0.411522633744856,0,0,0,0,0,0,0,0,0,0,0.411522633744856,0,0.823045267489712,0,0,0,0,0,0.823045267489712,0,0.411522633744856,0.411522633744856,0,0,0,0,0,0,0,0.411522633744856,0,1.23456790123457,0,0,0,0,0,0.411522633744856,0,0,0,0,0.823045267489712,0,243,"Spam"
"966",966,1.01010101010101,1.01010101010101,0,0,1.01010101010101,2.02020202020202,0,1.01010101010101,0,2.02020202020202,7.07070707070707,0,1.01010101010101,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03030303030303,1.01010101010101,0,0,0,0,0,2.02020202020202,0,0,0,1.01010101010101,0,0,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,0,0,0,0,1.01010101010101,0,0,0,0,1.01010101010101,0,0,99,"Spam"
"967",967,1.96078431372549,0,0,0,0,0,3.92156862745098,1.96078431372549,0,0,0,0,1.96078431372549,0,0,0,1.96078431372549,1.96078431372549,0,1.96078431372549,0,1.96078431372549,0,0,0,0,0,7.84313725490196,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,51,"Spam"
"968",968,0,0,0,0,0,5.55555555555556,5.55555555555556,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"Spam"
"969",969,3.2258064516129,3.2258064516129,0,3.2258064516129,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,3.2258064516129,0,0,0,0,0,3.2258064516129,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,"Spam"
"970",970,0,1.96078431372549,0.980392156862745,0.980392156862745,0,0.980392156862745,0,0,0.980392156862745,0,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0.980392156862745,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0,0,0,0,0,0,0,0,0,1.96078431372549,1.96078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392156862745,0,0,0,0.980392156862745,0,0,0,0,0.980392156862745,0,0,0,0,0,0,0,0,102,"Spam"
"971",971,1.01010101010101,1.01010101010101,2.02020202020202,0,2.02020202020202,0,0,0,1.01010101010101,0,0,0,0,0,2.02020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,2.02020202020202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,"Spam"
"972",972,0.72463768115942,0.966183574879227,3.6231884057971,0.483091787439614,0.241545893719807,0.966183574879227,0,0.72463768115942,0.241545893719807,1.20772946859903,0,0,0.241545893719807,0.241545893719807,0.483091787439614,0,0,0.966183574879227,0,0.241545893719807,0.483091787439614,0,1.20772946859903,0.72463768115942,0,0,0,0,0,0,0,0,0.72463768115942,0,0.241545893719807,0.241545893719807,0.241545893719807,0,0,0,0.241545893719807,0.241545893719807,0,0.241545893719807,0.241545893719807,0,0,0,0.241545893719807,0.241545893719807,0,0,0.241545893719807,0,0.483091787439614,0,0,0,0.241545893719807,0.241545893719807,0,0.483091787439614,0.241545893719807,0,0.241545893719807,0,0,0,0,0,0,0,0.241545893719807,0,0.483091787439614,0,0.241545893719807,0,0,0.241545893719807,0,0,0.241545893719807,0,0,0,414,"Spam"
"973",973,2.37324703344121,0.647249190938511,2.15749730312837,0.539374325782093,0.75512405609493,2.15749730312837,0.107874865156419,0.970873786407767,1.83387270765912,0.970873786407767,0.862998921251348,0.107874865156419,0.215749730312837,0.323624595469256,0.647249190938511,0,0.107874865156419,0.647249190938511,0.107874865156419,0,0.647249190938511,1.07874865156419,0.539374325782093,1.07874865156419,0.215749730312837,0,0,0.431499460625674,0.107874865156419,0.647249190938511,0.215749730312837,0,0.215749730312837,0.107874865156419,0.107874865156419,0.107874865156419,0,0.107874865156419,0,0.107874865156419,0.539374325782093,0.107874865156419,0,0.539374325782093,0,0.107874865156419,0,0.107874865156419,0.107874865156419,0.215749730312837,0,0.323624595469256,0.107874865156419,0.107874865156419,0,0.107874865156419,0.75512405609493,0.431499460625674,0.862998921251348,0.107874865156419,0,0,0.107874865156419,0,0.431499460625674,0,0.215749730312837,0,0,0,0.431499460625674,0,0.323624595469256,0,0.323624595469256,0,0.323624595469256,0.215749730312837,0.539374325782093,0.107874865156419,0.539374325782093,0.862998921251348,0,0.323624595469256,0,0.107874865156419,927,"Spam"
"974",974,11.3636363636364,0,9.09090909090909,0,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,2.27272727272727,0,0,0,0,0,0,0,0,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"Spam"
"975",975,0,0,0,0,2.04081632653061,0,0,0,0,0,0,2.04081632653061,6.12244897959184,0,0,0,0,2.04081632653061,0,2.04081632653061,0,0,0,2.04081632653061,2.04081632653061,0,0,2.04081632653061,2.04081632653061,2.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,"Spam"
"976",976,3.04878048780488,0.609756097560976,3.04878048780488,0.609756097560976,3.04878048780488,0.609756097560976,0,1.82926829268293,0,1.21951219512195,0.609756097560976,0,1.21951219512195,0.609756097560976,0,0,1.21951219512195,1.21951219512195,0,0,0,0,0,0,0,0,0,1.21951219512195,0,1.21951219512195,0,0,0,0,0,0,1.21951219512195,0,0,0.609756097560976,0,1.21951219512195,0,0,0,0,0,0,1.21951219512195,0,0,0,0,0.609756097560976,0,0,0,0,0,0,0,1.21951219512195,0.609756097560976,0,0,0,0,0,0,0,0,0,0.609756097560976,0,0,0.609756097560976,0,0.609756097560976,0,0,0,0,0.609756097560976,0.609756097560976,0,0,164,"Spam"
"977",977,0,0.869565217391304,2.60869565217391,0.869565217391304,2.60869565217391,0,0,2.60869565217391,0,0,0,0,1.73913043478261,0,0.869565217391304,0,1.73913043478261,0,0.869565217391304,0,0.869565217391304,0.869565217391304,0,0.869565217391304,0,0,0,2.60869565217391,0,0,0,0.869565217391304,0,0,0,0,1.73913043478261,0,0,0,0,0,0,0,0,0,0,0,0.869565217391304,0,0,0.869565217391304,0.869565217391304,0,0,0,0,0.869565217391304,0,1.73913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565217391304,0,0,0,0,0,0,0.869565217391304,1.73913043478261,0,0,115,"Spam"
"978",978,1.23456790123457,1.23456790123457,0,0,3.7037037037037,0,0,1.23456790123457,1.23456790123457,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,1.23456790123457,0,0,0,0,0,4.93827160493827,0,1.23456790123457,0,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,0,0,1.23456790123457,0,0,0,1.23456790123457,0,0,0,0,0,0,0,0,0,1.23456790123457,0,0,0,81,"Spam"
