"","word_count","avg_word_length","spl_char_count","digit_count","space_count","char_count","a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","s","t","u","v","w","x","y","z","0","1","2","3","4","5","6","7","8","9","small_word_count","large_word_count","label"
"4340",144,5.01388888888889,37,5,177,936,55,15,16,22,108,10,15,43,52,6,8,20,13,50,43,12,1,43,50,70,21,9,17,2,15,1,1,1,1,1,1,1,1,1,1,1,56,20,"Spam"
"4341",630,5.37460317460317,140,26,749,4275,265,44,124,129,370,58,57,127,311,8,16,84,102,252,291,101,7,209,219,308,97,45,53,18,64,1,3,1,4,12,1,3,2,1,1,1,244,116,"Spam"
"4342",101,4.00990099009901,22,24,114,541,33,5,9,11,43,8,10,12,29,3,7,17,12,27,30,11,1,21,15,33,14,7,9,1,12,2,11,3,3,3,1,1,1,1,1,1,48,5,"Spam"
"4343",283,7.06360424028269,65,9,344,2408,91,128,60,59,91,76,65,82,67,68,62,75,69,78,79,68,65,123,76,107,79,58,77,68,57,62,6,1,1,1,2,1,1,1,1,1,40,64,"Spam"
"4344",141,5.0709219858156,62,44,200,977,56,8,30,23,83,21,2,15,36,1,7,28,23,22,74,30,3,53,46,42,31,10,13,4,10,1,9,4,7,5,5,4,1,1,2,7,51,21,"Spam"
"4345",113,4.95575221238938,33,66,141,734,65,7,24,17,39,11,10,3,39,1,3,25,17,24,53,10,1,33,48,31,13,3,1,4,4,1,5,20,11,9,6,8,1,4,2,1,57,17,"Spam"
"4346",630,5.35396825396825,145,25,752,4270,266,43,124,129,368,58,58,125,323,8,15,66,102,252,294,103,7,209,217,305,95,44,55,17,64,1,2,1,4,11,1,3,2,1,1,1,247,112,"Spam"
"4347",63,6.88888888888889,43,54,92,569,42,14,20,13,35,3,8,5,27,1,1,18,12,12,35,19,1,23,22,17,16,12,6,9,9,2,16,9,8,6,1,4,3,3,2,2,11,15,"Spam"
"4348",75,4.33333333333333,14,1,76,415,21,5,9,9,49,9,7,10,25,1,2,13,9,28,26,1,1,18,32,30,8,1,5,1,7,1,1,1,1,1,1,1,1,1,1,1,28,5,"Spam"
"4349",7,4.71428571428571,1,2,6,40,1,1,1,1,5,1,1,1,1,1,1,5,1,4,1,2,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,"Spam"
"4350",600,5.525,146,50,718,4179,209,61,136,110,404,74,57,105,265,10,25,112,74,231,256,77,3,206,255,317,96,53,43,18,66,2,8,6,14,8,2,5,1,1,1,5,231,115,"Spam"
"4351",245,4.04897959183673,54,22,290,1336,74,16,17,18,132,23,19,35,75,3,17,51,34,57,90,12,2,48,60,76,40,11,22,6,31,1,5,1,1,4,1,6,1,4,1,2,116,14,"Spam"
"4352",74,4.77027027027027,42,1,106,501,29,6,8,10,42,12,4,11,21,1,4,15,12,23,30,12,1,21,18,37,16,3,5,1,10,1,1,1,1,1,1,1,1,1,1,1,34,10,"Spam"
"4353",32,4.25,22,4,48,206,8,2,6,8,16,7,1,1,10,1,2,5,6,8,9,6,3,9,3,6,9,2,1,1,5,1,1,1,1,1,1,1,1,1,2,1,16,1,"Spam"
"4354",19,5.94736842105263,6,4,22,141,10,1,4,3,11,3,5,1,9,1,1,3,2,7,13,6,1,8,4,11,4,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,5,5,"Spam"
"4355",7,5.57142857142857,1,1,6,46,1,4,2,1,5,1,1,1,1,1,1,1,1,3,2,1,1,4,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,"Spam"
"4356",61,4.85245901639344,34,21,90,420,18,4,15,8,34,3,3,13,15,2,2,14,13,14,29,10,1,16,9,20,12,3,6,2,9,1,1,6,4,1,2,1,1,2,4,1,25,9,"Spam"
"4357",677,5.12112259970458,125,39,781,4373,249,58,125,140,413,83,50,132,261,3,26,142,103,233,286,57,4,216,220,287,157,26,62,8,86,1,10,2,8,3,1,3,4,1,6,2,250,90,"Spam"
"4358",127,5.25984251968504,44,45,155,867,51,13,22,20,78,13,14,17,39,2,4,34,16,37,56,15,1,43,37,53,30,5,12,2,8,1,13,4,5,3,2,1,3,9,1,4,42,20,"Spam"
"4359",45,6.91111111111111,5,1,45,361,21,7,15,9,39,3,10,4,30,1,1,15,9,28,24,14,1,29,19,21,3,3,2,1,4,1,1,1,1,1,1,1,1,1,1,1,5,15,"Spam"
"4360",42,6.38095238095238,24,11,47,339,22,2,25,8,23,2,6,1,16,3,1,10,9,18,30,6,1,17,21,20,7,3,1,3,5,1,5,1,2,2,1,1,1,1,1,1,16,8,"Spam"
"4361",61,3.91803278688525,12,6,70,321,20,4,2,9,31,3,4,14,10,2,1,7,10,12,20,5,1,17,11,23,11,2,5,1,9,1,1,1,1,1,1,1,1,1,1,1,32,2,"Spam"
"4362",22,5.54545454545455,18,10,36,176,2,3,5,3,10,5,2,4,4,1,2,5,3,4,17,4,1,5,8,12,3,1,7,1,2,1,2,1,2,2,1,1,1,1,1,1,8,5,"Spam"
"4363",51,4.7843137254902,26,3,70,340,18,2,6,7,26,6,7,5,14,1,2,7,5,8,19,14,1,19,19,28,11,5,7,2,3,1,1,1,1,1,1,1,1,1,1,1,20,4,"Spam"
"4364",129,5.12403100775194,23,6,144,828,51,8,26,19,70,14,14,16,39,2,7,26,19,44,73,19,1,45,44,48,32,9,9,2,16,2,3,1,1,1,1,1,1,1,1,1,44,12,"Spam"
"4365",56,5.23214285714286,7,1,59,359,23,3,8,10,24,7,8,11,14,1,3,4,6,23,30,6,1,19,15,30,26,1,7,1,15,1,1,1,1,1,1,1,1,1,1,1,21,7,"Spam"
"4366",25,4.72,7,1,28,153,7,2,3,4,16,4,2,2,8,1,1,3,6,8,12,2,1,8,9,11,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,2,"Spam"
"4367",45,6.62222222222222,5,1,45,348,19,7,13,13,32,1,11,6,22,1,1,10,9,19,26,13,2,23,18,29,9,3,2,1,10,1,1,1,1,1,1,1,1,1,1,1,6,12,"Spam"
"4368",324,5.09259259259259,100,135,387,2137,105,14,84,48,179,41,34,44,112,5,1,70,68,92,117,49,4,101,94,134,65,15,12,2,25,1,22,11,16,9,4,20,20,16,8,9,150,62,"Spam"
"4369",99,6.26262626262626,17,2,109,746,48,10,24,18,74,15,10,20,59,2,5,16,13,43,51,9,1,46,42,54,23,10,5,3,17,1,1,1,1,1,1,1,1,1,1,1,31,24,"Spam"
"4370",47,6.57446808510638,6,1,48,363,22,9,9,16,32,2,9,7,27,1,1,11,9,24,25,9,1,25,24,23,8,2,3,2,8,1,1,1,1,1,1,1,1,1,1,1,9,16,"Spam"
"4371",117,6.23076923076923,15,1,125,869,48,10,30,21,101,15,6,19,50,1,7,23,15,48,50,12,3,60,60,73,32,11,17,1,16,1,1,1,1,1,1,1,1,1,1,1,38,26,"Spam"
"4372",261,7.37547892720306,52,1,306,2283,97,75,80,66,93,76,65,63,70,66,68,84,59,89,85,68,73,81,69,90,67,64,77,74,64,61,1,1,1,1,1,1,1,1,1,1,25,78,"Spam"
"4373",190,4.05789473684211,77,13,260,1108,77,10,25,26,74,10,19,28,48,4,2,26,25,54,74,14,2,40,66,52,22,13,15,4,25,3,7,1,2,2,1,1,1,1,1,1,103,13,"Spam"
"4374",42,6.85714285714286,5,1,42,335,22,9,18,9,29,8,3,7,24,1,4,14,13,19,26,8,2,20,12,21,7,3,5,1,4,1,1,1,1,1,1,1,1,1,1,1,8,12,"Spam"
"4375",467,5.16916488222698,63,17,512,2989,203,40,79,89,271,76,38,111,195,9,12,91,82,181,193,36,1,139,140,197,77,26,33,1,76,2,10,1,2,1,1,1,1,1,2,2,179,63,"Spam"
"4376",7,5.42857142857143,1,1,6,45,1,2,3,1,7,1,1,1,3,1,1,1,2,1,2,1,1,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"Spam"
"4377",8,5.125,1,1,7,49,2,3,4,1,7,1,1,1,2,1,2,2,2,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"Spam"
"4378",43,6.67441860465116,5,1,43,335,14,5,18,8,32,3,6,9,20,1,3,14,5,13,31,13,2,24,21,20,12,4,3,1,6,1,1,1,1,1,1,1,1,1,1,1,6,13,"Spam"
"4379",45,5.11111111111111,8,1,48,286,18,4,12,8,32,5,4,9,16,1,1,10,7,15,15,5,1,11,18,24,7,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,19,7,"Spam"
"4380",252,7.82142857142857,65,7,314,2350,85,86,70,86,93,63,49,74,83,61,76,78,66,82,88,75,58,115,83,84,68,76,74,59,75,57,1,1,2,1,3,1,1,1,1,1,15,74,"Spam"
"4381",38,9.26315789473684,6,1,40,398,34,14,11,9,37,4,7,9,36,2,5,22,10,25,22,5,1,24,24,22,11,7,6,2,3,1,1,1,1,1,1,1,1,1,1,1,10,14,"Spam"
"4382",205,5.14634146341463,62,65,240,1357,76,17,32,24,108,48,13,28,69,1,9,41,27,66,90,26,1,68,68,86,33,10,23,3,24,1,13,6,14,4,1,3,1,1,3,20,74,28,"Spam"
"4383",325,7.19384615384615,26,1,332,2696,244,55,109,82,286,40,52,61,171,4,22,131,64,176,157,73,3,157,132,147,81,20,21,6,38,6,1,1,1,1,1,1,1,1,1,1,16,96,"Spam"
"4384",367,5.29155313351499,163,115,497,2602,147,21,71,56,210,46,26,52,129,2,18,90,49,118,150,44,5,140,120,165,78,15,25,6,40,4,37,12,9,10,17,14,3,3,5,5,129,52,"Spam"
"4385",31,4.74193548387097,7,3,33,187,8,2,3,4,18,5,4,3,10,1,2,3,3,10,13,2,1,14,12,14,5,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,12,3,"Spam"
"4386",127,5.45669291338583,25,56,145,863,51,9,27,18,64,10,17,17,50,3,6,46,19,46,62,19,1,37,41,41,19,6,5,6,17,1,12,7,8,7,4,5,5,4,4,1,44,22,"Spam"
"4387",116,4.25862068965517,28,10,136,658,39,4,14,12,50,9,13,16,23,1,3,19,14,28,56,11,3,27,28,47,30,4,14,1,18,1,1,1,1,1,1,1,3,2,2,1,50,5,"Spam"
"4388",139,4.70503597122302,19,12,148,821,48,20,26,16,83,9,13,19,42,1,6,35,18,37,55,13,1,39,34,65,23,10,13,1,15,1,4,2,1,1,1,1,3,1,1,1,61,18,"Spam"
"4389",63,5.09523809523809,33,27,91,445,25,6,11,8,36,5,8,7,16,2,5,15,11,18,23,11,1,24,11,23,11,3,10,1,5,1,8,1,2,2,5,2,2,1,1,3,27,11,"Spam"
"4390",41,4.53658536585366,11,2,45,242,14,5,7,3,15,8,5,4,18,3,3,3,4,13,13,2,1,10,20,21,7,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,10,0,"Spam"
"4391",267,4.59925093632959,49,28,308,1585,86,26,37,38,148,27,27,45,88,2,10,56,29,83,106,16,1,72,70,106,38,21,29,3,36,1,3,4,5,1,2,4,1,5,1,3,116,22,"Spam"
"4392",69,4.43478260869565,33,6,95,434,26,1,18,10,39,12,5,14,24,2,1,14,12,11,15,5,5,15,13,28,16,4,4,1,7,1,1,1,1,1,1,1,1,1,3,1,34,9,"Spam"
"4393",82,5.02439024390244,121,1,200,733,34,7,11,8,46,8,11,9,39,1,9,8,8,27,41,10,2,22,30,38,14,4,13,1,12,1,1,1,1,1,1,1,1,1,1,1,31,9,"Spam"
"4394",103,4.51456310679612,39,14,134,638,35,7,14,14,56,10,12,21,24,4,6,17,7,23,37,7,4,40,26,38,21,7,8,1,10,2,1,1,1,4,1,3,2,1,1,2,46,11,"Spam"
"4395",402,5.62189054726368,131,93,507,2898,159,32,108,65,244,38,25,52,161,7,15,108,77,137,188,61,4,151,171,171,65,27,41,8,48,4,16,17,3,5,15,15,6,6,8,2,144,68,"Spam"
"4396",269,5.40148698884758,100,54,316,1869,171,19,66,73,189,12,24,11,109,6,2,67,42,80,107,33,9,105,107,75,49,13,1,11,12,6,20,11,5,2,6,2,3,1,3,1,112,53,"Spam"
"4397",336,5.14880952380952,83,97,398,2211,136,30,55,65,184,41,21,38,89,2,8,89,68,114,144,44,3,133,89,124,72,11,22,3,46,1,25,15,14,15,6,6,4,1,7,4,132,43,"Spam"
"4398",24,6,18,2,37,199,16,3,6,3,18,2,1,6,7,2,1,11,1,6,6,3,2,11,10,11,5,2,4,2,2,1,1,1,1,1,1,1,1,1,2,1,9,5,"Spam"
"4399",82,4.02439024390244,13,4,86,429,30,4,10,6,33,4,8,18,30,2,1,8,5,22,24,2,2,18,17,39,13,7,7,2,14,1,1,1,1,1,1,1,1,1,1,1,39,2,"Spam"
"4400",284,4.67605633802817,66,7,345,1739,107,20,40,47,153,34,27,44,76,1,29,66,26,86,102,12,4,87,110,134,33,26,27,6,22,2,5,1,1,1,1,1,1,1,1,1,110,24,"Spam"
"4401",137,4.16788321167883,114,86,230,915,35,11,26,21,53,2,12,4,40,1,1,27,11,23,31,20,6,38,34,30,35,9,10,4,1,1,17,9,8,5,4,11,6,3,4,19,73,8,"Spam"
"4402",16,6.125,10,1,22,130,14,3,3,1,6,1,12,9,4,1,1,2,1,7,6,4,1,6,5,6,7,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,"Spam"
"4403",121,5.73553719008264,22,1,135,851,51,14,26,24,99,9,26,30,60,4,6,33,14,55,41,13,1,48,40,42,20,17,11,2,9,1,1,1,1,1,1,1,1,1,1,1,40,20,"Spam"
"4404",171,8.66666666666667,13,3,175,1670,117,32,80,53,161,22,22,38,109,4,14,87,54,93,133,45,2,106,87,98,56,18,15,9,22,2,2,1,1,1,1,1,1,1,1,1,17,64,"Spam"
"4405",326,5.01840490797546,47,11,361,2044,138,40,65,73,188,41,23,74,136,3,15,58,44,127,110,17,1,92,99,144,53,17,25,7,35,1,2,2,1,1,1,2,1,1,2,1,137,45,"Spam"
"4406",59,4.23728813559322,16,1,68,334,20,2,6,10,31,5,5,6,26,2,2,6,7,18,22,3,3,18,15,18,7,6,3,1,8,1,1,1,1,1,1,1,1,1,1,1,28,3,"Spam"
"4407",66,6.13636363636364,19,4,81,505,23,10,21,10,33,10,11,9,27,3,7,17,12,29,23,11,10,24,21,29,10,11,10,6,14,10,1,2,1,1,1,1,1,1,1,1,17,13,"Spam"
"4408",163,4.29447852760736,24,11,177,901,36,12,20,22,64,8,18,39,46,2,18,25,27,46,95,13,1,34,34,66,22,9,19,1,13,1,4,1,1,3,1,1,1,3,1,1,64,11,"Spam"
"4409",318,5.27358490566038,108,84,351,2136,190,25,82,98,230,16,19,19,98,18,2,77,46,100,139,33,5,121,117,72,48,16,1,12,7,3,27,11,8,5,12,9,3,1,5,3,136,54,"Spam"
"4410",79,6.73417721518987,10,5,82,624,40,10,26,16,62,11,8,19,38,1,5,26,15,33,32,10,2,42,36,41,25,6,6,1,13,3,1,1,1,2,1,1,1,1,1,1,9,21,"Spam"
"4411",148,4.98648648648649,24,20,164,926,56,14,33,18,73,16,15,19,51,2,7,29,15,53,69,12,1,49,36,63,42,7,12,1,25,1,4,4,2,2,2,1,4,1,1,2,57,13,"Spam"
"4412",66,6.37878787878788,21,54,85,527,22,4,14,14,34,12,4,6,31,1,2,14,9,17,45,13,1,28,36,30,10,5,8,3,4,1,26,4,5,2,2,2,8,3,1,2,15,17,"Spam"
"4413",394,4.94416243654822,394,36,774,3116,156,19,69,63,214,52,17,60,127,2,4,90,54,134,173,69,3,124,92,186,89,17,26,6,66,1,15,6,2,1,2,5,1,1,2,2,161,42,"Spam"
"4414",353,4.44475920679887,142,63,467,2178,116,14,47,40,186,42,18,39,112,1,17,75,40,69,141,46,4,121,101,122,62,24,24,2,42,1,6,14,8,6,4,3,6,3,3,10,155,26,"Spam"
"4415",18,5.61111111111111,3,1,19,123,7,1,4,1,13,4,1,1,5,1,1,4,3,4,10,6,1,8,9,7,5,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3,2,"Spam"
"4416",57,4.59649122807018,7,1,62,331,23,9,7,3,37,6,3,13,23,1,3,10,7,14,21,8,1,13,13,32,4,4,2,2,4,1,1,1,1,1,1,1,1,1,1,1,22,6,"Spam"
"4417",88,6.29545454545455,29,4,113,696,45,17,34,31,63,6,5,17,46,1,5,25,12,32,41,13,1,37,36,35,14,13,9,1,12,1,1,1,1,1,1,1,1,1,1,1,22,21,"Spam"
"4418",70,3.67142857142857,18,17,80,355,27,7,11,7,20,5,6,5,12,1,2,15,9,15,24,4,2,13,16,14,14,1,3,1,7,1,7,1,1,4,2,1,1,2,1,1,42,3,"Spam"
"4419",42,8.16666666666667,13,20,50,406,32,13,11,14,38,6,9,12,24,1,4,15,9,15,22,5,1,23,28,20,6,6,3,2,5,1,1,1,2,2,2,4,1,3,1,3,7,19,"Spam"
"4420",33,4.6969696969697,20,4,47,222,13,3,8,9,11,5,3,2,14,1,1,3,4,10,11,3,3,11,8,16,10,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,15,2,"Spam"
"4421",69,5.63768115942029,27,7,92,508,38,4,18,18,35,6,3,13,28,1,2,14,6,27,40,11,1,22,33,31,8,9,9,1,4,1,2,1,1,1,1,1,1,2,1,1,20,13,"Spam"
"4422",142,4.22535211267606,33,4,157,790,40,6,17,17,61,10,5,25,42,2,6,21,12,34,60,13,1,47,45,58,31,7,16,2,18,1,1,1,1,1,1,1,1,1,1,2,57,4,"Spam"
"4423",151,4.6158940397351,36,1,182,915,47,13,23,20,81,12,10,30,48,5,9,32,30,40,72,18,1,34,38,56,22,6,22,2,26,1,1,1,1,1,1,1,1,1,1,1,63,16,"Spam"
"4424",110,4.2,15,4,117,594,27,5,13,8,53,15,6,16,38,1,2,26,8,29,50,13,1,27,27,42,24,5,11,1,11,1,1,1,1,2,1,1,1,1,1,1,47,7,"Spam"
"4425",128,4.1015625,42,40,159,726,31,6,23,25,50,17,6,22,32,4,2,19,10,27,48,17,1,32,30,36,22,5,8,2,11,1,11,3,5,4,4,6,2,2,3,1,64,8,"Spam"
"4426",143,5.53846153846154,14,18,153,959,52,19,25,34,92,19,16,14,62,8,15,34,34,42,56,27,4,56,45,50,31,6,9,6,13,5,1,1,1,3,3,1,1,2,2,4,63,29,"Spam"
"4427",122,4.67213114754098,50,29,161,781,44,10,19,20,67,10,15,27,33,1,5,25,10,33,48,4,4,44,28,43,18,6,11,3,10,3,6,3,2,3,1,5,1,2,3,3,59,17,"Spam"
"4428",146,5.44520547945205,57,30,185,1037,56,13,27,19,95,18,21,17,56,1,6,44,20,48,62,32,2,43,48,72,27,11,16,1,8,2,10,3,3,3,1,1,1,4,1,3,50,26,"Spam"
"4429",104,6.36538461538461,10,2,111,783,68,14,28,22,76,5,14,21,49,1,8,27,25,41,43,19,1,54,35,46,16,10,7,4,23,3,1,1,1,1,1,1,1,1,1,1,17,20,"Spam"
"4430",65,6.07692307692308,11,6,68,474,30,2,18,11,41,3,6,14,31,1,1,25,9,28,37,10,2,27,26,30,15,9,4,1,7,2,1,1,1,1,1,3,1,1,1,1,22,20,"Spam"
"4431",137,5.61313868613139,51,27,170,990,58,13,25,24,88,16,16,18,61,1,2,42,13,44,61,25,1,51,55,68,26,8,16,1,8,1,10,2,3,2,1,2,1,4,1,2,46,27,"Spam"
"4432",22,4.59090909090909,19,1,39,159,1,4,9,5,6,3,1,2,1,3,6,3,3,2,3,2,2,3,4,6,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,16,2,"Spam"
"4433",37,6.13513513513514,6,1,38,271,26,4,9,7,29,3,4,7,17,1,1,12,5,20,11,8,1,15,11,16,7,3,4,1,8,1,1,1,1,1,1,1,1,1,1,1,9,11,"Spam"
"4434",208,4.48076923076923,39,20,236,1207,69,18,26,23,122,20,20,30,66,1,12,35,29,56,92,17,1,58,57,72,32,14,17,1,25,1,4,5,1,1,1,2,1,2,2,2,83,15,"Spam"
"4435",276,6.91666666666667,35,2,306,2250,158,78,89,53,185,36,41,54,154,6,11,109,69,122,151,56,4,149,84,144,70,18,16,11,34,5,1,1,1,1,1,1,1,1,1,1,33,72,"Spam"
"4436",314,4.28025477707006,61,3,369,1774,93,32,39,52,169,41,32,64,82,3,14,74,39,84,108,28,1,103,71,92,36,14,34,2,35,1,1,1,1,1,1,1,1,1,1,1,150,24,"Spam"
"4437",15,5.46666666666667,9,1,20,111,6,3,4,2,7,5,1,3,4,2,3,1,3,4,10,2,1,3,6,9,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,"Spam"
"4438",97,4.25773195876289,59,1,152,623,34,6,13,19,35,9,5,8,25,1,5,16,14,32,57,8,1,23,17,44,13,1,12,3,12,1,1,1,1,1,1,1,1,1,1,1,41,5,"Spam"
"4439",268,5.00373134328358,42,12,296,1679,86,22,68,39,162,36,15,47,100,1,11,54,31,72,107,26,2,82,79,134,67,20,25,1,42,1,1,2,3,1,1,1,1,3,2,1,102,24,"Spam"
"4440",1727,5.1685002895194,384,122,2090,11400,700,134,346,308,1029,199,120,274,751,12,46,350,210,619,671,231,2,606,701,877,237,110,124,23,118,6,20,26,22,11,5,17,6,4,3,8,703,282,"Spam"
"4441",129,5.12403100775194,23,6,144,828,51,8,26,19,70,14,14,16,39,2,7,26,19,44,72,19,1,45,44,49,32,8,10,2,16,2,3,1,1,1,1,1,1,1,1,1,44,12,"Spam"
"4442",245,9.58367346938775,36,1,277,2661,203,41,114,81,232,36,57,69,208,8,15,120,68,154,159,90,3,170,173,163,106,15,12,4,38,9,1,1,1,1,1,1,1,1,1,1,6,150,"Spam"
"4443",254,4.79133858267717,44,23,287,1548,91,19,37,50,139,45,19,50,89,2,9,46,32,100,106,16,1,73,82,100,38,7,18,2,24,1,9,2,1,1,2,4,1,1,1,2,101,24,"Spam"
"4444",94,5.75531914893617,11,1,98,650,48,10,19,14,54,11,8,17,28,3,15,17,21,38,53,11,1,38,30,55,26,2,4,1,17,1,1,1,1,1,1,1,1,1,1,1,29,17,"Spam"
"4445",45,5.82222222222222,75,52,113,450,13,2,7,5,23,8,4,9,13,2,1,7,7,9,26,10,1,12,16,14,6,3,7,3,2,1,17,4,6,1,1,9,5,5,6,1,12,7,"Spam"
"4446",28,6.03571428571429,17,2,40,226,16,3,5,1,21,7,6,6,14,1,1,12,2,10,8,3,2,11,10,12,7,1,6,2,1,1,1,1,1,1,1,1,1,1,2,1,9,7,"Spam"
"4447",61,4.86885245901639,31,6,80,408,18,5,12,5,36,9,2,7,25,1,1,14,8,21,24,7,1,24,19,28,10,5,4,1,4,1,4,1,1,1,1,1,1,1,1,1,24,6,"Spam"
"4448",36,4.27777777777778,13,6,44,211,10,5,3,6,16,3,4,2,14,2,1,4,1,4,15,4,1,13,11,17,4,4,2,1,3,1,1,2,1,1,1,1,1,1,1,2,18,4,"Spam"
"4449",351,5.58404558404558,117,80,442,2519,148,32,91,53,205,33,32,55,160,6,8,93,68,106,155,57,6,116,121,162,61,34,31,10,34,3,11,12,3,12,11,10,4,8,7,2,130,61,"Spam"
"4450",46,7.1304347826087,5,1,46,379,24,9,16,15,40,1,7,10,25,1,1,14,11,27,34,14,1,23,12,26,7,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,5,15,"Spam"
"4451",275,5.04,64,3,327,1777,101,19,60,48,163,51,21,42,125,1,11,58,41,105,99,25,2,100,87,115,43,12,21,7,26,1,1,1,1,1,1,2,1,1,1,1,105,38,"Spam"
"4452",121,4.57851239669422,29,15,146,729,39,10,20,21,75,12,10,19,48,1,2,28,14,35,41,12,1,28,42,46,11,5,8,1,11,1,2,7,1,1,1,1,2,1,1,1,59,16,"Spam"
"4453",132,4.90151515151515,20,1,144,811,36,6,20,17,94,19,15,29,51,1,12,34,12,33,58,13,2,54,37,44,26,5,11,3,15,1,1,1,1,1,1,1,1,1,1,1,49,15,"Spam"
"4454",48,7.16666666666667,15,9,59,418,35,9,15,10,36,16,3,11,20,1,1,18,7,11,24,12,1,35,19,22,12,5,7,2,3,1,5,1,2,1,1,1,1,1,1,1,17,12,"Spam"
"4455",35,6.88571428571429,5,1,35,281,18,6,10,9,28,2,8,6,17,1,1,14,6,10,19,8,4,19,11,20,9,3,3,1,7,1,1,1,1,1,1,1,1,1,1,1,6,13,"Spam"
"4456",35,4.97142857142857,5,1,36,215,15,5,6,5,14,1,7,7,12,1,1,4,9,7,16,8,1,12,12,15,4,3,5,1,6,1,1,1,1,1,1,1,1,1,1,1,9,4,"Spam"
"4457",48,5.125,14,16,60,320,16,7,8,8,31,4,6,13,16,1,4,7,4,12,14,1,1,17,13,22,10,3,6,1,5,1,2,5,2,1,1,1,1,1,3,1,12,3,"Spam"
"4458",95,6.71578947368421,10,2,102,750,72,38,41,29,77,7,13,13,49,2,4,30,19,49,38,6,1,43,24,39,19,10,3,1,9,1,1,1,1,1,1,1,1,1,1,1,18,26,"Spam"
"4459",35,4.97142857142857,5,1,36,215,17,5,6,5,15,1,7,7,12,1,1,5,8,7,15,8,2,12,11,14,3,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,9,4,"Spam"
"4460",61,4.50819672131148,33,7,81,389,16,5,10,5,39,8,2,8,19,1,1,12,8,16,22,7,1,22,19,27,8,4,4,1,4,1,4,1,2,1,1,1,1,1,1,1,25,3,"Spam"
"4461",32,4.875,7,2,35,198,19,3,4,4,22,2,3,6,10,1,1,14,6,11,10,1,1,10,7,2,2,8,5,2,2,1,1,1,1,1,1,1,1,1,1,1,9,3,"Spam"
"4462",100,4.72,80,13,170,722,40,7,26,9,31,13,6,9,47,1,7,27,20,23,33,16,1,29,28,29,25,6,13,4,8,2,1,1,3,5,1,2,1,1,1,1,37,13,"Spam"
"4463",110,3.75454545454545,49,8,148,610,33,2,18,23,42,6,5,8,34,1,6,12,11,19,37,13,2,41,20,24,16,8,8,4,12,1,3,1,1,1,1,1,1,2,1,1,59,4,"Spam"
"4464",8,4,7,1,12,51,4,1,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,"Spam"
"4465",99,5.34343434343434,121,1,211,861,28,20,10,9,66,6,6,11,60,1,2,14,15,39,40,9,1,27,46,47,28,8,15,1,22,1,1,1,1,1,1,1,1,1,1,1,30,15,"Spam"
"4466",93,4.25806451612903,40,25,121,557,33,9,11,21,45,6,4,13,23,1,2,12,12,24,34,9,1,26,25,27,14,4,7,1,7,1,1,2,5,4,5,2,1,1,4,2,51,12,"Spam"
"4467",141,4.72340425531915,98,5,224,988,43,16,18,10,82,18,9,22,45,1,2,28,18,39,70,18,1,52,45,67,25,8,11,1,13,1,1,1,2,1,2,1,1,1,1,1,65,15,"Spam"
"4468",152,6.09868421052632,17,25,161,1105,79,19,45,31,108,16,17,23,65,4,6,45,21,74,72,22,1,64,42,63,33,15,13,1,24,1,13,1,3,2,1,1,1,2,2,1,39,25,"Spam"
"4469",75,7.38666666666667,5,1,78,637,35,10,16,23,81,7,21,9,37,1,6,25,19,37,34,13,2,50,40,34,21,8,7,2,12,3,1,1,1,1,1,1,1,1,1,1,7,21,"Spam"
"4470",86,4.51162790697674,34,7,113,535,28,6,12,11,50,10,14,20,23,2,5,14,8,21,31,4,4,31,17,27,13,5,10,1,12,2,1,1,1,1,1,1,1,2,2,1,40,12,"Spam"
"4471",67,4.47761194029851,26,5,87,413,26,3,11,12,38,6,7,14,22,1,1,14,10,17,16,5,5,20,11,24,17,2,6,1,7,1,1,1,1,1,1,1,1,1,2,1,32,8,"Spam"
"4472",150,5.08,40,6,179,981,34,12,36,14,98,11,11,23,62,1,13,39,21,40,66,14,1,62,51,56,33,9,31,1,17,1,5,1,1,1,1,1,1,1,1,1,62,21,"Spam"
