"","word_count","avg_word_length","spl_char_count","digit_count","space_count","char_count","a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","s","t","u","v","w","x","y","z","0","1","2","3","4","5","6","7","8","9","small_word_count","large_word_count","label"
"340",146,7.15068493150685,11,1,147,1202,97,35,50,20,104,14,24,27,88,5,14,73,33,61,74,24,3,77,54,73,40,12,11,3,25,3,1,1,1,1,1,1,1,1,1,1,14,43,"Spam"
"341",98,7.5,4,1,100,839,66,15,38,29,85,8,18,16,55,2,11,44,24,44,48,23,2,47,38,54,34,13,3,4,13,1,1,1,1,1,1,1,1,1,1,1,6,29,"Spam"
"342",52,4.69230769230769,41,8,86,371,15,6,7,8,25,4,4,8,19,1,3,12,10,10,17,11,1,17,15,21,9,4,3,4,3,1,1,1,1,2,1,1,1,1,1,1,23,5,"Spam"
"343",28,6.85714285714286,8,4,32,232,10,4,9,10,19,2,9,5,10,1,2,4,5,20,18,5,1,11,11,13,9,3,2,1,6,1,2,1,1,1,1,1,1,1,1,1,8,10,"Spam"
"344",52,4.38461538461539,16,20,65,309,23,4,4,9,26,4,6,8,14,1,3,14,6,8,17,6,1,11,17,10,5,3,3,1,5,1,3,2,3,2,1,2,1,4,1,2,22,3,"Spam"
"345",96,3.9375,43,13,129,550,33,7,12,8,38,7,12,16,30,2,1,14,12,33,28,7,1,11,18,30,15,9,12,1,10,1,1,3,1,1,3,2,2,1,1,1,51,6,"Spam"
"346",105,4.03809523809524,27,15,123,574,32,8,11,8,45,8,9,14,26,3,8,18,15,26,35,12,1,22,17,39,18,7,13,1,14,1,7,1,2,1,1,1,1,1,1,1,52,5,"Spam"
"347",11,5.36363636363636,5,1,14,78,1,2,4,1,8,1,1,1,5,1,1,2,4,4,5,1,1,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,"Spam"
"348",60,4.95,25,11,77,399,22,7,11,14,40,4,11,12,20,4,2,13,5,10,9,6,2,18,28,16,10,5,8,2,3,4,1,1,1,2,1,1,1,1,2,1,24,8,"Spam"
"349",42,4.40476190476191,12,7,49,246,13,2,6,9,17,2,4,4,16,1,1,7,6,13,16,9,1,15,13,13,5,1,2,1,4,1,1,1,1,1,2,1,1,1,1,1,19,3,"Spam"
"350",355,7.20845070422535,25,1,363,2947,238,69,138,90,299,29,50,69,204,8,25,131,79,167,167,78,6,180,131,172,93,39,28,7,52,10,1,1,1,1,1,1,1,1,1,1,25,99,"Spam"
"351",156,3.82692307692308,40,10,189,826,53,9,18,23,58,17,12,17,37,5,6,28,6,39,53,12,1,38,35,42,30,8,12,5,22,1,4,1,3,1,1,1,1,1,1,1,93,11,"Spam"
"352",547,5.42413162705667,69,58,600,3636,224,45,118,87,363,76,50,102,248,16,26,124,75,224,215,69,1,183,195,257,80,45,33,14,30,10,9,7,11,7,4,8,2,4,3,3,195,99,"Spam"
"353",96,4.84375,57,69,149,671,24,8,19,9,43,8,11,20,28,1,2,15,10,24,32,8,1,27,19,40,12,10,17,1,7,1,30,10,5,3,1,2,3,8,3,5,41,6,"Spam"
"354",171,9.14035087719298,16,3,178,1757,145,37,81,43,165,24,30,52,124,3,14,110,53,93,107,46,3,112,88,103,50,19,16,8,26,8,2,1,1,1,1,1,1,1,1,1,15,68,"Spam"
"355",143,6.93706293706294,14,2,146,1152,111,21,45,36,118,15,23,23,73,3,9,55,29,58,54,36,1,72,54,70,40,13,9,2,18,2,1,1,1,1,1,1,1,1,1,1,16,41,"Spam"
"356",132,6.31060606060606,24,4,148,1005,71,11,41,27,94,12,13,29,51,4,8,42,38,51,63,27,1,58,43,67,37,11,10,1,19,1,1,1,1,1,1,1,1,1,1,1,30,32,"Spam"
"357",16,6.4375,12,6,24,139,4,3,4,2,9,5,1,3,5,1,1,2,3,9,13,3,1,6,7,7,2,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,6,4,"Spam"
"358",213,4.86854460093897,24,1,228,1289,68,17,29,36,123,21,15,33,78,3,2,33,24,80,100,26,1,76,57,97,54,18,11,1,35,1,1,1,1,1,1,1,1,1,1,1,83,27,"Spam"
"359",79,5.07594936708861,45,7,117,563,34,2,11,11,39,7,12,15,18,1,1,15,15,23,34,14,1,27,27,42,11,5,11,1,18,1,2,1,1,2,1,1,1,1,1,1,28,11,"Spam"
"360",9,4.44444444444444,5,1,10,55,3,1,1,1,5,1,2,1,1,1,1,1,2,3,6,1,1,2,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,"Spam"
"361",59,4.88135593220339,19,16,76,383,16,4,6,11,31,11,9,11,28,2,5,14,6,19,17,4,1,18,18,23,5,1,5,1,8,1,1,6,1,2,1,1,1,1,1,3,18,7,"Spam"
"362",343,6.82798833819242,29,1,353,2724,219,59,108,72,289,41,46,78,164,7,27,116,69,139,186,54,6,156,138,157,88,29,34,10,48,2,1,1,1,1,1,1,1,1,1,1,34,83,"Spam"
"363",230,4.8,130,3,345,1579,52,41,33,30,52,50,52,34,45,38,43,48,37,39,54,44,32,51,47,48,34,29,49,44,33,42,1,1,1,1,1,1,1,1,1,1,59,9,"Spam"
"364",153,6.83006535947712,25,112,171,1241,65,9,36,41,107,30,7,15,67,2,6,38,40,46,88,41,6,82,75,49,19,9,33,12,10,1,50,9,23,5,9,1,2,5,4,4,32,41,"Spam"
"365",49,5.18367346938776,12,16,59,325,19,3,5,10,34,4,6,9,15,1,5,17,5,16,17,11,1,14,18,13,7,3,3,1,3,1,2,5,2,1,1,1,1,2,2,3,16,5,"Spam"
"366",98,4.1530612244898,39,11,130,576,26,8,11,11,51,9,12,20,22,4,6,15,5,21,38,4,2,33,21,32,15,5,7,5,13,1,2,1,1,4,1,3,1,1,1,1,52,12,"Spam"
"367",41,4.48780487804878,22,11,58,264,6,3,5,6,21,1,6,5,17,1,1,11,3,9,12,9,1,12,19,10,11,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,18,3,"Spam"
"368",55,5.29090909090909,16,1,64,371,18,5,7,13,35,8,4,5,18,2,7,9,11,16,27,4,1,31,15,18,16,3,6,2,11,1,1,1,1,1,1,1,1,1,1,1,14,4,"Spam"
"369",95,5.17894736842105,15,18,102,609,40,8,23,18,54,11,6,10,28,3,6,20,6,32,45,15,1,39,26,35,20,4,9,2,14,1,7,2,1,4,2,1,1,1,1,1,36,12,"Spam"
"370",164,8.36585365853658,10,3,165,1547,107,33,73,49,152,26,32,43,109,3,10,78,39,93,105,49,5,109,65,81,50,17,15,3,22,1,2,1,1,1,1,1,1,1,1,1,13,60,"Spam"
"371",310,4.80645161290323,55,26,351,1896,125,29,42,53,177,38,23,80,101,3,19,59,37,82,131,43,1,82,104,133,37,10,28,5,22,1,10,4,5,1,2,1,1,2,2,1,130,33,"Spam"
"372",201,5.27363184079602,61,93,260,1381,113,20,58,22,81,16,7,15,73,7,1,65,34,60,69,19,1,71,75,61,35,18,8,7,27,5,7,9,6,5,5,10,4,15,6,26,81,32,"Spam"
"373",210,7.33809523809524,8,3,213,1762,146,26,78,53,177,32,33,38,100,2,9,98,46,102,120,44,2,119,79,97,54,21,20,8,27,7,2,1,1,1,1,1,1,1,1,1,21,67,"Spam"
"374",438,7.17351598173516,25,1,444,3611,296,90,166,105,365,28,70,76,225,10,30,152,106,221,253,93,4,202,181,238,102,38,26,8,51,6,1,1,1,1,1,1,1,1,1,1,29,134,"Spam"
"375",61,4.31147540983607,16,4,70,349,13,3,10,7,37,6,4,14,20,1,4,15,4,18,23,7,1,12,15,24,7,7,4,1,3,1,1,1,1,2,1,1,1,1,1,1,25,2,"Spam"
"376",158,4.43037974683544,33,6,182,915,55,10,25,28,84,13,18,31,53,2,9,43,9,49,39,15,1,31,64,48,24,8,16,2,14,3,1,1,1,2,1,1,1,1,1,1,69,10,"Spam"
"377",99,6.26262626262626,17,2,109,746,48,10,24,18,74,15,10,20,59,2,5,16,13,43,51,9,1,46,42,54,23,10,5,3,17,1,1,1,1,1,1,1,1,1,1,1,31,24,"Spam"
"378",435,5.2735632183908,143,112,546,2983,160,49,95,66,257,41,35,63,157,7,13,110,80,132,193,63,5,139,134,182,67,28,46,15,42,3,25,25,7,10,12,10,9,4,6,4,184,75,"Spam"
"379",75,5.18666666666667,33,10,97,519,26,6,16,16,50,3,10,9,30,1,2,16,10,29,31,10,1,32,23,28,10,7,4,3,6,1,4,2,1,1,1,1,1,1,1,1,21,12,"Spam"
"380",70,7.08571428571429,4,1,71,571,38,8,29,22,55,9,11,9,34,1,5,19,16,38,34,14,3,41,33,27,29,5,6,1,8,1,1,1,1,1,1,1,1,1,1,1,4,20,"Spam"
"381",170,4.50588235294118,31,11,193,990,54,18,20,29,90,14,29,32,57,3,8,39,11,57,52,13,4,33,57,72,26,9,16,2,9,1,3,1,3,1,1,1,1,1,1,1,73,14,"Spam"
"382",47,5.80851063829787,8,8,52,333,17,10,9,3,30,3,4,3,16,1,1,25,7,22,20,9,1,23,11,20,8,5,5,8,3,3,2,3,1,2,1,1,1,1,1,1,20,7,"Spam"
"383",132,4.90151515151515,20,1,144,811,36,6,20,17,94,19,15,29,51,1,12,34,12,33,58,13,2,54,37,44,26,5,11,3,15,1,1,1,1,1,1,1,1,1,1,1,49,15,"Spam"
"384",68,5.33823529411765,13,23,73,449,35,8,16,13,25,7,14,9,21,1,1,20,10,26,33,7,1,21,17,21,19,1,3,1,10,1,11,1,2,1,3,3,1,1,1,1,28,11,"Spam"
"385",123,3.79674796747967,53,19,168,688,33,14,16,13,54,10,8,20,25,4,5,18,11,23,41,6,4,37,21,32,19,6,12,4,11,1,2,1,1,6,3,2,1,1,3,1,67,8,"Spam"
"386",201,4.38308457711443,48,28,240,1169,85,11,30,28,94,20,13,27,49,4,4,50,26,53,75,22,6,59,42,62,33,10,17,4,28,1,6,4,3,1,3,1,4,2,2,2,88,14,"Spam"
"387",407,5.26044226044226,25,27,430,2596,189,61,102,74,203,31,49,53,154,7,23,105,73,133,183,59,9,144,131,145,74,28,24,10,44,6,9,1,3,1,3,3,1,1,3,4,144,79,"Spam"
"388",38,5.42105263157895,65,20,99,370,13,2,7,5,19,8,4,10,11,2,1,7,4,6,21,9,1,11,14,12,5,1,7,3,3,1,9,2,4,1,1,1,3,1,1,1,9,6,"Spam"
"389",47,5.80851063829787,8,8,52,333,17,10,9,3,30,3,4,3,16,1,1,25,7,22,20,9,1,23,11,20,8,5,5,8,3,3,2,3,1,2,1,1,1,1,1,1,20,7,"Spam"
"390",49,4.53061224489796,19,24,64,305,10,5,8,5,24,4,6,5,16,1,4,16,9,8,16,4,1,14,16,16,7,1,2,1,1,1,5,5,2,5,2,2,1,1,2,1,21,6,"Spam"
"391",1,7,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"392",30,4.8,18,1,44,206,11,5,5,1,22,3,4,7,9,1,2,12,4,6,6,4,1,5,6,18,4,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1,12,5,"Spam"
"393",1005,5.44179104477612,225,129,1199,6893,450,67,239,167,632,133,96,188,403,7,40,204,135,406,417,130,8,351,387,508,139,62,60,21,84,6,31,17,14,19,14,12,6,7,1,8,365,187,"Spam"
"394",131,5.20610687022901,42,49,156,880,60,14,23,17,74,15,12,17,38,1,3,35,16,36,57,15,1,42,44,58,24,4,14,1,11,1,16,5,6,3,2,3,2,7,1,4,47,19,"Spam"
"395",105,6.44761904761905,8,9,109,794,61,27,28,21,72,6,19,19,55,3,12,47,18,48,51,16,1,38,28,39,23,10,6,4,13,4,1,1,2,1,1,1,1,1,2,1,19,26,"Spam"
"396",688,4.23401162790698,203,60,860,3976,209,25,64,105,326,52,48,139,208,10,36,141,82,189,261,78,1,151,180,293,87,25,47,1,97,1,31,3,9,3,4,8,1,1,1,1,305,42,"Spam"
"397",134,7.86567164179105,7,3,135,1196,112,30,56,32,129,17,25,27,76,3,13,65,29,76,67,25,2,54,60,68,40,10,10,2,20,3,1,1,1,1,1,1,1,1,1,1,13,48,"Spam"
"398",135,4.54074074074074,26,18,149,788,51,8,12,18,66,16,8,19,37,2,1,32,21,29,54,16,1,43,42,59,25,7,11,1,17,1,5,3,1,2,1,1,1,1,3,1,59,8,"Spam"
"399",204,4.72549019607843,83,103,281,1328,58,13,35,27,89,24,14,31,58,14,7,49,17,26,73,41,7,65,45,51,44,13,26,10,20,4,46,6,11,2,2,6,8,6,1,15,98,19,"Spam"
"400",57,5.03508771929825,23,3,75,385,28,1,8,7,26,8,13,14,12,1,2,10,9,14,27,8,1,25,15,24,10,4,6,1,11,1,1,1,1,1,1,1,1,1,1,1,22,8,"Spam"
"401",43,5.3953488372093,63,20,101,396,13,2,7,5,23,9,5,10,14,2,1,6,6,9,25,10,1,13,16,15,5,3,7,3,2,1,9,2,4,1,1,1,3,1,1,1,12,6,"Spam"
"402",48,4.04166666666667,11,14,52,257,18,5,7,4,18,5,5,5,7,1,1,10,5,12,19,3,1,10,12,13,10,1,3,1,6,1,7,1,1,1,1,2,1,1,1,1,27,3,"Spam"
"403",124,4.85483870967742,36,36,153,791,34,12,20,11,78,16,15,15,49,1,6,25,22,20,46,7,2,42,44,47,23,17,9,1,5,1,9,8,6,5,1,3,1,1,1,1,45,15,"Spam"
"404",465,7.19784946236559,29,1,472,3848,330,94,158,122,373,51,58,99,253,9,28,186,114,199,248,99,8,234,179,244,105,25,39,14,68,10,1,1,1,1,1,1,1,1,1,1,26,131,"Spam"
"405",140,5.58571428571429,55,28,177,1014,56,12,30,19,95,20,15,19,57,2,3,46,12,43,60,23,1,53,56,65,26,8,21,3,8,2,9,4,3,2,1,1,1,4,1,3,42,24,"Spam"
"406",150,5.3,103,81,236,1134,39,8,35,25,58,18,8,25,67,1,3,18,28,39,72,50,1,61,55,52,14,8,12,10,8,1,21,7,14,3,3,9,1,11,3,9,51,31,"Spam"
"407",283,7.06360424028269,65,9,344,2408,91,128,60,59,91,76,65,82,67,68,62,75,69,78,79,68,65,123,76,107,79,58,77,68,57,62,6,1,1,1,2,1,1,1,1,1,40,64,"Spam"
"408",25,4.72,7,1,28,153,7,2,3,4,16,4,2,2,8,1,1,3,6,8,12,2,1,8,9,11,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,9,2,"Spam"
"409",190,4.05789473684211,77,13,260,1108,77,10,25,26,74,10,19,28,48,4,2,26,25,54,74,14,2,40,66,52,22,13,15,4,25,3,7,1,2,2,1,1,1,1,1,1,103,13,"Spam"
"410",8,5.125,1,1,7,49,2,3,4,1,7,1,1,1,2,1,2,2,2,2,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,"Spam"
"411",252,7.82142857142857,65,7,314,2350,85,86,70,86,93,63,49,74,83,61,76,78,66,82,88,75,58,115,83,84,68,76,74,59,75,57,1,1,2,1,3,1,1,1,1,1,15,74,"Spam"
"412",402,5.62189054726368,131,93,507,2898,159,32,108,65,244,38,25,52,161,7,15,108,77,137,188,61,4,151,171,171,65,27,41,8,48,4,16,17,3,5,15,15,6,6,8,2,144,68,"Spam"
"413",70,3.67142857142857,18,17,80,355,27,7,11,7,20,5,6,5,12,1,2,15,9,15,24,4,2,13,16,14,14,1,3,1,7,1,7,1,1,4,2,1,1,2,1,1,42,3,"Spam"
"414",151,4.6158940397351,36,1,182,915,47,13,23,20,81,12,10,30,48,5,9,32,30,40,72,18,1,34,38,56,22,6,22,2,26,1,1,1,1,1,1,1,1,1,1,1,63,16,"Spam"
"415",146,5.44520547945205,57,30,185,1037,56,13,27,19,95,18,21,17,56,1,6,44,20,48,62,32,2,43,48,72,27,11,16,1,8,2,10,3,3,3,1,1,1,4,1,3,50,26,"Spam"
"416",276,6.91666666666667,35,2,306,2250,158,78,89,53,185,36,41,54,154,6,11,109,69,122,151,56,4,149,84,144,70,18,16,11,34,5,1,1,1,1,1,1,1,1,1,1,33,72,"Spam"
"417",268,5.00373134328358,42,12,296,1679,86,22,68,39,162,36,15,47,100,1,11,54,31,72,107,26,2,82,79,134,67,20,25,1,42,1,1,2,3,1,1,1,1,3,2,1,102,24,"Spam"
"418",86,4.51162790697674,34,7,113,535,28,6,12,11,50,10,14,20,23,2,5,14,8,21,31,4,4,31,17,27,13,5,10,1,12,2,1,1,1,1,1,1,1,2,2,1,40,12,"Spam"
"419",293,7.06484641638225,53,2,341,2464,91,77,72,76,98,83,88,80,90,69,73,72,88,92,80,70,70,84,85,93,79,67,58,81,88,64,1,1,1,1,1,1,1,1,1,1,37,70,"Spam"
"420",94,5.71276595744681,17,8,100,654,30,6,22,13,81,11,10,12,35,1,6,14,15,42,38,9,1,45,29,57,20,11,3,1,17,1,4,2,1,1,1,1,1,1,1,1,29,15,"Spam"
"421",289,5.72664359861592,102,55,363,2120,122,31,75,45,191,30,24,32,111,6,9,90,54,97,141,46,4,100,119,131,58,21,26,6,29,2,7,11,1,3,11,4,3,3,7,5,106,52,"Spam"
"422",412,4.65533980582524,114,275,504,2536,115,21,78,70,160,59,27,33,114,2,15,56,51,73,170,55,2,129,121,118,59,23,48,17,26,1,133,16,49,25,14,22,2,6,5,3,178,58,"Spam"
"423",42,5.71428571428571,18,10,53,311,20,7,6,7,26,4,4,5,21,1,4,17,8,14,15,8,2,10,13,17,8,4,3,3,2,1,1,1,3,1,1,2,1,1,1,2,13,8,"Spam"
"424",55,4.25454545454545,20,12,69,323,12,6,4,10,23,6,7,14,18,1,2,6,3,16,20,2,1,10,15,25,7,1,6,1,5,2,1,4,1,2,1,2,1,1,1,2,26,4,"Spam"
"425",387,7.16020671834625,27,1,396,3194,266,75,163,107,277,34,58,81,217,10,31,154,89,178,204,71,2,192,155,173,98,26,41,9,58,2,1,1,1,1,1,1,1,1,1,1,31,116,"Spam"
"426",103,3.81553398058252,22,21,123,538,39,8,10,10,46,4,10,10,23,3,4,20,15,22,34,7,2,20,21,28,15,2,5,1,11,2,4,2,2,4,3,1,1,1,1,3,54,6,"Spam"
"427",141,5.59574468085106,55,28,178,1022,68,12,27,22,94,19,19,18,53,1,4,53,13,46,60,26,1,50,49,63,25,7,16,4,10,2,9,3,4,2,1,1,1,4,1,3,47,26,"Spam"
"428",402,5.43781094527363,88,102,474,2748,175,33,79,74,212,62,32,56,154,4,7,100,69,149,195,53,3,163,115,157,90,10,26,2,56,8,31,16,6,9,14,8,4,10,1,3,149,61,"Spam"
"429",283,6.92579505300353,66,3,344,2370,83,102,65,49,99,65,63,67,68,65,58,75,72,78,98,86,68,123,75,95,89,61,77,59,63,54,1,1,1,1,2,1,1,1,1,1,40,69,"Spam"
"430",42,7.07142857142857,11,9,47,355,16,9,9,11,35,8,6,7,20,1,3,23,6,15,25,8,1,22,15,23,7,1,9,1,6,1,3,1,2,1,1,1,1,2,1,1,6,15,"Spam"
"431",24,4.91666666666667,7,1,27,152,7,2,5,4,18,2,2,4,7,1,3,6,5,10,10,1,1,6,7,11,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,8,1,"Spam"
"432",231,7.15584415584416,37,1,263,1953,77,78,63,43,88,58,45,55,75,51,62,72,54,75,78,66,52,48,82,81,71,60,49,63,66,41,1,1,1,1,1,1,1,1,1,1,26,67,"Spam"
"433",72,4.44444444444444,19,20,88,427,19,6,9,5,36,8,8,18,20,1,6,7,13,19,34,5,1,20,17,20,9,2,8,1,10,1,1,5,1,1,3,1,1,3,2,3,28,4,"Spam"
"434",143,7.25874125874126,11,6,151,1200,105,33,52,35,123,12,28,23,83,1,14,62,26,79,65,22,1,74,48,75,26,13,6,3,18,5,1,2,1,1,1,1,1,1,2,1,10,42,"Spam"
"435",6,7.16666666666667,3,1,7,53,2,1,1,2,8,2,1,1,4,1,1,1,1,2,1,2,1,3,2,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"Spam"
"436",602,5.7093023255814,220,182,753,4410,260,76,149,87,369,63,61,72,216,7,24,170,93,186,290,109,4,229,223,293,112,43,44,11,59,5,39,27,6,19,22,16,11,10,15,17,213,100,"Spam"
"437",144,4.61111111111111,28,18,160,852,54,8,13,18,71,16,9,22,43,2,1,40,20,36,60,16,1,42,46,64,23,8,12,1,21,1,5,3,1,2,1,1,1,1,3,1,64,11,"Spam"
"438",85,5.01176470588235,33,14,108,567,32,9,18,17,49,12,8,9,30,1,3,17,11,34,31,12,1,26,27,34,15,1,7,2,7,1,7,1,1,2,1,1,1,2,1,1,36,12,"Spam"
"439",154,6.33116883116883,30,3,168,1173,102,22,49,33,127,18,30,22,62,3,12,58,21,53,73,23,1,71,62,66,20,15,11,2,16,1,1,1,1,1,1,1,1,1,1,1,22,37,"Spam"
"440",163,4.84049079754601,41,2,197,1027,63,14,22,36,99,13,15,41,61,4,7,32,25,54,49,19,2,51,52,61,20,12,19,4,9,3,1,1,2,1,1,1,1,1,1,1,63,20,"Spam"
"441",132,5.1969696969697,25,8,150,861,41,11,28,32,89,8,5,20,48,1,2,32,17,42,58,27,1,62,43,46,24,8,15,3,15,1,1,1,1,1,1,1,1,1,1,4,42,12,"Spam"
"442",23,5.69565217391304,17,2,37,185,3,1,4,6,15,7,1,2,8,1,1,8,4,12,11,6,1,5,12,16,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,4,"Spam"
"443",606,5.33828382838284,104,47,708,4047,252,50,131,116,377,82,44,108,251,2,31,138,81,250,245,75,2,217,213,303,88,32,39,4,48,9,29,2,3,1,2,2,2,2,1,4,221,103,"Spam"
"444",87,4.27586206896552,18,13,97,487,38,6,10,10,42,8,9,10,25,3,6,17,9,29,26,8,1,22,16,28,11,7,8,1,10,1,6,1,1,2,1,3,1,1,1,1,40,6,"Spam"
"445",101,4.02970297029703,42,9,132,581,16,6,12,10,57,4,6,12,29,3,1,20,17,20,36,6,1,21,34,28,21,8,7,5,16,3,2,1,1,1,4,1,1,1,1,1,52,11,"Spam"
"446",35,4.91428571428571,7,5,38,217,22,4,5,3,22,3,3,5,10,1,1,15,6,12,11,1,1,11,9,4,3,8,5,3,1,1,2,1,1,1,1,1,1,1,1,2,12,5,"Spam"
"447",122,5.86065573770492,25,3,142,882,57,19,27,24,75,13,17,25,58,2,9,29,23,44,54,17,1,57,37,53,31,8,11,2,17,2,1,1,1,1,1,1,1,1,1,1,28,24,"Spam"
"448",164,6.8780487804878,25,2,176,1329,90,27,47,36,147,24,22,25,81,2,8,50,45,69,92,33,1,78,81,80,38,14,13,4,15,4,1,1,1,1,1,1,1,1,1,1,16,42,"Spam"
"449",30,5.83333333333333,16,14,41,232,10,2,5,9,13,8,1,3,12,1,1,7,3,8,19,8,1,12,12,12,3,2,7,1,3,1,6,1,1,1,1,2,2,2,1,1,12,6,"Spam"
"450",93,5.65591397849462,10,1,97,633,43,10,24,19,64,6,7,17,39,2,2,22,17,41,37,23,1,43,34,41,16,7,4,1,7,1,1,1,1,1,1,1,1,1,1,1,22,13,"Spam"
"451",88,5.23863636363636,33,20,111,605,40,7,14,10,45,10,12,12,38,4,3,22,11,38,35,11,3,25,27,38,19,3,6,1,8,1,8,2,1,3,2,1,1,2,1,1,37,11,"Spam"
"452",61,5.70491803278689,24,6,74,446,26,6,14,15,38,2,3,9,20,2,3,22,8,16,37,10,1,28,25,23,9,5,4,3,12,1,1,1,1,1,1,1,1,1,1,2,21,11,"Spam"
"453",603,4.74958540630182,282,180,883,4029,191,92,95,119,244,115,57,79,189,10,13,105,73,171,225,72,5,176,145,267,69,25,63,12,36,36,53,23,15,27,5,10,11,5,11,20,222,52,"Spam"
"454",377,5.3209549071618,134,83,482,2622,146,48,85,63,231,35,42,48,143,6,10,92,60,110,153,51,4,131,132,163,58,29,35,11,35,2,11,11,20,4,10,7,5,5,8,2,159,63,"Spam"
"455",353,7.21246458923513,6,1,356,2908,236,76,133,92,293,45,50,76,185,5,24,144,86,156,159,65,5,201,135,166,102,27,29,5,48,3,1,1,1,1,1,1,1,1,1,1,18,104,"Spam"
"456",122,4.63934426229508,20,1,135,721,50,6,20,23,80,14,17,30,35,3,9,29,14,33,40,7,1,34,30,48,14,9,9,1,11,1,1,1,1,1,1,1,1,1,1,1,51,12,"Spam"
"457",544,4.43566176470588,62,9,595,3070,195,36,78,86,281,68,28,106,181,1,15,90,97,188,193,43,1,127,164,213,79,20,42,5,62,6,3,2,1,1,1,1,1,1,1,1,254,45,"Spam"
"458",143,7.5034965034965,11,6,151,1235,104,27,39,37,117,15,26,29,86,2,11,60,42,76,64,33,4,76,64,72,32,12,5,4,26,4,1,2,1,1,1,1,1,1,2,1,9,50,"Spam"
"459",68,6.04411764705882,9,1,70,490,36,10,13,19,51,6,6,17,26,2,5,19,9,34,26,8,1,19,37,29,12,5,13,1,6,1,1,1,1,1,1,1,1,1,1,1,23,12,"Spam"
"460",53,4.43396226415094,40,3,84,359,16,3,11,11,32,4,4,6,22,1,2,10,3,15,14,4,1,16,11,25,7,5,2,2,4,1,1,1,1,1,1,1,1,1,1,1,24,7,"Spam"
"461",24,4.625,6,1,26,143,4,2,4,1,16,5,1,3,9,1,1,3,5,6,12,1,1,8,9,10,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,8,1,"Spam"
"462",24,4.79166666666667,7,1,26,148,7,2,4,2,13,2,1,4,9,1,2,5,4,10,11,1,1,7,9,11,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,7,1,"Spam"
"463",319,4.76175548589342,39,32,345,1903,131,23,40,53,160,51,22,63,110,6,7,39,57,121,134,22,1,85,113,121,51,11,18,4,45,1,9,3,7,3,2,4,1,2,1,1,142,36,"Spam"
"464",46,3.65217391304348,17,1,58,243,15,7,7,2,18,2,3,6,12,2,1,6,13,10,12,2,1,5,8,11,7,2,8,1,9,1,1,1,1,1,1,1,1,1,1,1,26,1,"Spam"
"465",1,7,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"466",99,5.13131313131313,28,9,117,653,34,7,24,17,59,7,11,26,37,1,1,20,18,35,41,15,1,30,30,35,11,11,14,2,14,1,2,1,1,2,1,1,1,1,1,3,26,8,"Spam"
"467",165,5.85454545454545,59,14,212,1237,78,21,35,35,93,20,23,35,87,12,15,45,29,53,74,20,5,61,65,57,33,15,14,6,18,3,2,2,4,1,2,2,1,1,1,1,56,34,"Spam"
"468",30,5.93333333333333,16,14,41,235,10,4,8,8,15,8,2,4,11,1,1,6,3,9,22,7,1,12,12,8,3,1,8,1,2,1,6,1,1,1,1,2,2,2,1,1,12,6,"Spam"
"469",34,3.79411764705882,5,3,36,170,8,3,2,4,19,6,3,4,5,1,1,2,2,4,11,1,1,7,10,13,9,1,4,1,8,1,1,1,1,1,1,1,1,1,1,1,15,1,"Spam"
"470",1,7,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,"Spam"
"471",551,4.67876588021779,118,16,652,3348,221,40,92,89,294,55,43,111,205,2,21,98,74,188,176,39,5,154,172,233,85,25,60,23,55,2,2,3,2,1,1,1,1,2,2,3,229,53,"Spam"
"472",874,7.02173913043478,41,20,908,7086,559,176,320,222,666,81,133,178,459,16,58,319,190,391,431,182,10,446,350,424,226,65,66,16,117,16,7,1,2,4,2,1,1,2,1,1,78,228,"Spam"
"473",440,7.34090909090909,9,5,445,3684,342,95,165,96,373,38,68,96,227,6,30,175,107,204,215,88,7,240,157,238,121,26,28,18,58,7,1,1,1,1,1,1,1,1,2,1,28,145,"Spam"
